id,name,policy,status,before_nodes,before_n_nodes,before_inputs,before_internal_nodes,before_nonconstant_rules,before_constant_rules,before_vacuous,before_out_uniform,before_out_uniform_nonvacuous,before_locally_unate,before_MIN,before_MAX,before_MIN_MAX,before_is_conjunctive,before_is_disjunctive,before_is_AND_NOT,before_is_OR_NOT,before_is_AND_OR_NOT,before_is_AND_OR,before_is_AND_OR_NAND_NOR,before_AND_OR_NOT_out_uniform,before_AND_OR_NAND_NOR,before_AND_OR_NAND_NOR_out_uniform,before_homogeneous_MIN,before_homogeneous_MAX,before_signed_operator_homogeneous_AND,before_signed_operator_homogeneous_OR,before_homogeneous_gate,before_positive_AND,before_positive_OR,before_affine,before_reciprocal_support,before_all_internal_self_regulated,before_all_self_loop,before_self_loop_count,before_is_monotone,before_switchable_to_monotone,before_positive_edges,before_negative_edges,before_non_unate_edges,before_has_multi_input_rule,before_edges,before_max_indegree,after_nodes,after_n_nodes,after_inputs,after_internal_nodes,after_nonconstant_rules,after_constant_rules,after_vacuous,after_out_uniform,after_out_uniform_nonvacuous,after_locally_unate,after_MIN,after_MAX,after_MIN_MAX,after_is_conjunctive,after_is_disjunctive,after_is_AND_NOT,after_is_OR_NOT,after_is_AND_OR_NOT,after_is_AND_OR,after_is_AND_OR_NAND_NOR,after_AND_OR_NOT_out_uniform,after_AND_OR_NAND_NOR,after_AND_OR_NAND_NOR_out_uniform,after_homogeneous_MIN,after_homogeneous_MAX,after_signed_operator_homogeneous_AND,after_signed_operator_homogeneous_OR,after_homogeneous_gate,after_positive_AND,after_positive_OR,after_affine,after_reciprocal_support,after_all_internal_self_regulated,after_all_self_loop,after_self_loop_count,after_is_monotone,after_switchable_to_monotone,after_positive_edges,after_negative_edges,after_non_unate_edges,after_has_multi_input_rule,after_edges,after_max_indegree,bijection_verified,fixed_points_exact,fixed_points_count_or_lower_bound,all_rules_out_uniform,after_signed_operator_homogeneous,before_signed_operator_homogeneous
015,NEUROTRANSMITTER-SIGNALING-PATHWAY,first,complete,16,16,2,14,14,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,15,5,0,True,20,3,3,3,2,1,1,0,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,1,False,False,1,1,0,True,2,2,True,True,2,True,AND,
015,NEUROTRANSMITTER-SIGNALING-PATHWAY,min_degree,complete,16,16,2,14,14,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,15,5,0,True,20,3,3,3,2,1,1,0,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,1,False,False,1,1,0,True,2,2,True,True,2,True,AND,
015,NEUROTRANSMITTER-SIGNALING-PATHWAY,min_growth,complete,16,16,2,14,14,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,15,5,0,True,20,3,3,3,2,1,1,0,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,1,False,False,1,1,0,True,2,2,True,True,2,True,AND,
015,NEUROTRANSMITTER-SIGNALING-PATHWAY,random,complete,16,16,2,14,14,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,15,5,0,True,20,3,3,3,2,1,1,0,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,1,False,False,1,1,0,True,2,2,True,True,2,True,AND,
016,IL-1-SIGNALING,first,complete,118,118,14,104,104,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,184,34,0,True,218,6,14,14,14,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,False,257,True,,
016,IL-1-SIGNALING,min_degree,complete,118,118,14,104,104,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,184,34,0,True,218,6,14,14,14,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,False,257,True,,
016,IL-1-SIGNALING,min_growth,complete,118,118,14,104,104,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,184,34,0,True,218,6,14,14,14,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,False,257,True,,
016,IL-1-SIGNALING,random,complete,118,118,14,104,104,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,184,34,0,True,218,6,14,14,14,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,False,257,True,,
017,DIFFERENTIATION-OF-T-LYMPHOCYTES,first,complete,50,50,9,41,41,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,69,28,0,True,97,9,17,17,9,8,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,8,False,False,30,25,1,True,56,15,True,False,257,False,,
017,DIFFERENTIATION-OF-T-LYMPHOCYTES,min_degree,complete,50,50,9,41,41,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,69,28,0,True,97,9,17,17,9,8,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,8,False,False,30,25,1,True,56,15,True,False,257,False,,
017,DIFFERENTIATION-OF-T-LYMPHOCYTES,min_growth,complete,50,50,9,41,41,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,69,28,0,True,97,9,17,17,9,8,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,8,False,False,30,25,1,True,56,15,True,False,257,False,,
017,DIFFERENTIATION-OF-T-LYMPHOCYTES,random,complete,50,50,9,41,41,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,69,28,0,True,97,9,17,17,9,8,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,8,False,False,30,25,1,True,56,15,True,False,257,False,,
018,EGFR-ERBB-SIGNALING,first,complete,104,104,28,76,76,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,199,27,0,True,226,14,31,31,28,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,39,9,7,True,55,29,True,False,257,False,,
018,EGFR-ERBB-SIGNALING,min_degree,complete,104,104,28,76,76,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,199,27,0,True,226,14,31,31,28,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,40,10,5,True,55,29,True,False,257,False,,
018,EGFR-ERBB-SIGNALING,min_growth,complete,104,104,28,76,76,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,199,27,0,True,226,14,31,31,28,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,40,10,5,True,55,29,True,False,257,False,,
018,EGFR-ERBB-SIGNALING,random,complete,104,104,28,76,76,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,199,27,0,True,226,14,32,32,28,4,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4,False,False,41,15,20,True,76,30,True,False,257,False,,
019,IL-6-SIGNALING,first,complete,86,86,15,71,71,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,102,47,0,True,149,6,18,18,15,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,8,15,1,True,24,9,True,False,257,False,,
019,IL-6-SIGNALING,min_degree,complete,86,86,15,71,71,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,102,47,0,True,149,6,18,18,15,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,8,15,1,True,24,9,True,False,257,False,,
019,IL-6-SIGNALING,min_growth,complete,86,86,15,71,71,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,102,47,0,True,149,6,18,18,15,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,8,15,1,True,24,9,True,False,257,False,,
019,IL-6-SIGNALING,random,complete,86,86,15,71,71,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,102,47,0,True,149,6,19,19,15,4,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4,False,False,18,22,0,True,40,11,True,False,257,False,,
020,APOPTOSIS-NETWORK,first,complete,41,41,2,39,39,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,52,21,0,True,73,4,7,7,2,5,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,12,10,0,True,22,6,True,True,0,False,,
020,APOPTOSIS-NETWORK,min_degree,complete,41,41,2,39,39,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,52,21,0,True,73,4,7,7,2,5,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,12,9,0,True,21,6,True,True,0,False,,
020,APOPTOSIS-NETWORK,min_growth,complete,41,41,2,39,39,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,52,21,0,True,73,4,7,7,2,5,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,9,9,0,True,18,5,True,True,0,False,,
020,APOPTOSIS-NETWORK,random,complete,41,41,2,39,39,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,52,21,0,True,73,4,7,7,2,5,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,15,6,1,True,22,6,True,True,0,False,,
021,BODY-SEGMENTATION-IN-DROSOPHILA-2013,first,complete,17,17,3,14,14,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,19,10,0,True,29,4,5,5,3,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,5,4,0,True,9,5,True,True,10,False,,
021,BODY-SEGMENTATION-IN-DROSOPHILA-2013,min_degree,complete,17,17,3,14,14,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,19,10,0,True,29,4,5,5,3,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,5,4,0,True,9,5,True,True,10,False,,
021,BODY-SEGMENTATION-IN-DROSOPHILA-2013,min_growth,complete,17,17,3,14,14,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,19,10,0,True,29,4,5,5,3,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,5,4,0,True,9,5,True,True,10,False,,
021,BODY-SEGMENTATION-IN-DROSOPHILA-2013,random,complete,17,17,3,14,14,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,19,10,0,True,29,4,5,5,3,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,5,4,0,True,9,5,True,True,10,False,,
022,B-CELL-DIFFERENTIATION,first,complete,22,22,5,17,17,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,26,13,0,True,39,7,8,8,5,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,True,10,8,0,True,18,7,True,True,58,False,,
022,B-CELL-DIFFERENTIATION,min_degree,complete,22,22,5,17,17,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,26,13,0,True,39,7,8,8,5,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,True,10,8,0,True,18,7,True,True,58,False,,
022,B-CELL-DIFFERENTIATION,min_growth,complete,22,22,5,17,17,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,26,13,0,True,39,7,8,8,5,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,True,10,8,0,True,18,7,True,True,58,False,,
022,B-CELL-DIFFERENTIATION,random,complete,22,22,5,17,17,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,26,13,0,True,39,7,8,8,5,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,True,10,8,0,True,18,7,True,True,58,False,,
023,MAMMALIAN-CELL-CYCLE-2006,first,complete,10,10,1,9,9,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,13,21,0,True,34,6,6,6,1,5,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,8,13,1,True,22,5,True,True,1,False,,
023,MAMMALIAN-CELL-CYCLE-2006,min_degree,complete,10,10,1,9,9,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,13,21,0,True,34,6,6,6,1,5,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,8,13,1,True,22,5,True,True,1,False,,
023,MAMMALIAN-CELL-CYCLE-2006,min_growth,complete,10,10,1,9,9,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,13,21,0,True,34,6,6,6,1,5,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,8,13,1,True,22,5,True,True,1,False,,
023,MAMMALIAN-CELL-CYCLE-2006,random,complete,10,10,1,9,9,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,13,21,0,True,34,6,6,6,1,5,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,9,12,2,True,23,6,True,True,1,False,,
024,BUDDING-YEAST-CELL-CYCLE,first,complete,20,20,4,16,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,20,21,1,True,42,6,7,7,4,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,6,6,2,True,14,5,True,True,20,False,,
024,BUDDING-YEAST-CELL-CYCLE,min_degree,complete,20,20,4,16,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,20,21,1,True,42,6,7,7,4,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,7,5,2,True,14,5,True,True,20,False,,
024,BUDDING-YEAST-CELL-CYCLE,min_growth,complete,20,20,4,16,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,20,21,1,True,42,6,7,7,4,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,6,6,2,True,14,5,True,True,20,False,,
024,BUDDING-YEAST-CELL-CYCLE,random,complete,20,20,4,16,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,20,21,1,True,42,6,7,7,4,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,6,6,2,True,14,5,True,True,20,False,,
025,T-LGL-SURVIVAL-NETWORK-2011,first,complete,60,60,6,54,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,111,84,0,True,195,7,16,16,6,10,10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,10,False,False,46,31,7,True,84,13,True,True,82,False,,
025,T-LGL-SURVIVAL-NETWORK-2011,min_degree,complete,60,60,6,54,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,111,84,0,True,195,7,15,15,6,9,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,9,False,False,37,21,4,True,62,12,True,True,82,False,,
025,T-LGL-SURVIVAL-NETWORK-2011,min_growth,complete,60,60,6,54,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,111,84,0,True,195,7,15,15,6,9,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,9,False,False,37,21,4,True,62,12,True,True,82,False,,
025,T-LGL-SURVIVAL-NETWORK-2011,random,complete,60,60,6,54,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,111,84,0,True,195,7,17,17,6,11,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,11,False,False,40,25,8,True,73,11,True,True,82,False,,
026,BUDDING-YEAST-CELL-CYCLE-2009,first,complete,18,18,0,18,18,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,38,20,0,True,58,6,5,5,0,5,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,10,5,2,True,17,4,True,True,0,False,,
026,BUDDING-YEAST-CELL-CYCLE-2009,min_degree,complete,18,18,0,18,18,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,38,20,0,True,58,6,5,5,0,5,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,10,5,2,True,17,4,True,True,0,False,,
026,BUDDING-YEAST-CELL-CYCLE-2009,min_growth,complete,18,18,0,18,18,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,38,20,0,True,58,6,5,5,0,5,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,10,5,2,True,17,4,True,True,0,False,,
026,BUDDING-YEAST-CELL-CYCLE-2009,random,complete,18,18,0,18,18,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,38,20,0,True,58,6,5,5,0,5,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,10,5,2,True,17,4,True,True,0,False,,
027,WG-PATHWAY-OF-DROSOPHILA,first,complete,26,26,14,12,12,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,16,13,0,True,29,7,15,15,14,1,1,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,False,False,3,4,0,True,7,7,True,False,257,False,,
027,WG-PATHWAY-OF-DROSOPHILA,min_degree,complete,26,26,14,12,12,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,16,13,0,True,29,7,15,15,14,1,1,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,False,False,3,4,0,True,7,7,True,False,257,False,,
027,WG-PATHWAY-OF-DROSOPHILA,min_growth,complete,26,26,14,12,12,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,16,13,0,True,29,7,15,15,14,1,1,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,False,False,3,4,0,True,7,7,True,False,257,False,,
027,WG-PATHWAY-OF-DROSOPHILA,random,complete,26,26,14,12,12,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,16,13,0,True,29,7,15,15,14,1,1,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,False,False,3,4,0,True,7,7,True,False,257,False,,
028,VEGF-PATHWAY-OF-DROSOPHILA,first,complete,18,18,8,10,10,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,True,15,3,0,True,18,4,8,8,8,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,256,True,,
028,VEGF-PATHWAY-OF-DROSOPHILA,min_degree,complete,18,18,8,10,10,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,True,15,3,0,True,18,4,8,8,8,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,256,True,,
028,VEGF-PATHWAY-OF-DROSOPHILA,min_growth,complete,18,18,8,10,10,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,True,15,3,0,True,18,4,8,8,8,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,256,True,,
028,VEGF-PATHWAY-OF-DROSOPHILA,random,complete,18,18,8,10,10,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,True,15,3,0,True,18,4,8,8,8,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,256,True,,
029,TOLL-PATHWAY-OF-DROSOPHILA,first,complete,11,11,2,9,9,0,False,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,0,False,True,6,5,0,True,11,2,2,2,2,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,4,True,,OR
029,TOLL-PATHWAY-OF-DROSOPHILA,min_degree,complete,11,11,2,9,9,0,False,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,0,False,True,6,5,0,True,11,2,2,2,2,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,4,True,,OR
029,TOLL-PATHWAY-OF-DROSOPHILA,min_growth,complete,11,11,2,9,9,0,False,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,0,False,True,6,5,0,True,11,2,2,2,2,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,4,True,,OR
029,TOLL-PATHWAY-OF-DROSOPHILA,random,complete,11,11,2,9,9,0,False,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,0,False,True,6,5,0,True,11,2,2,2,2,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,4,True,,OR
030,SPZ-NETWORK-OF-DROSOPHILA,first,complete,24,24,6,18,18,0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,True,27,1,0,True,28,5,6,6,6,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,False,True,0,0,0,False,0,0,True,True,64,True,,
